QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	-35.363262	149.165237	583.950012	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362302	149.165113	100.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.362751	149.164576	105.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363144	149.164755	110.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363400	149.164800	105.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.363700	149.165200	100.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.364000	149.165600	95.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.364300	149.166000	93.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.364700	149.166400	90.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.365000	149.166800	85.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	-35.365300	149.167200	100.000000	1
